# ==========================================
# IOTSYN.COM - IoT Synthetic Data Engine
# ==========================================
# GENERATOR VERSION: 3.1.0
# UNIQUE ID: iotsyn_69d115dc8c6862.91946550
# DOMAIN: IIoT_Network
# CONFIGURATION: Attack rate: 16%
# ROWS: 10000
# INTERVAL SECONDS: 10
# SEED: 3660478114
# LICENSE: CC0 1.0 Universal
# STATISTICAL MODEL: Normal: Periodic polling (protocol-specific packet sizes), deterministic intervals + jitter Attacks: Burst-based Markov state machine (MitM, Replay, False Data Injection, DoS, Recon) Protocols: Modbus TCP (35%), OPC UA (25%), DNP3 (15%), BACnet (8%), EtherNet/IP (10%), MQTT (7%) Device roles: PLC, HMI, SCADA Server, RTU, Engineering Workstation, Historian
# GENERATION DATE: 2026-04-04 13:45:00
# LICENSE: CC0 1.0 Universal (Public Domain)
# CITATION: IoTSyn Dataset Generator (2026). Available: https://iotsyn.com
# ==========================================
#
Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
"2026-03-28 13:48:00",187.180.129.5,10.0.1.10,21165,502,Modbus_TCP,57,0.048,2,114,2387.59,External,1,Reconnaissance,peak,Malicious
"2026-03-28 13:48:10",187.180.129.5,10.0.1.10,8145,502,Modbus_TCP,84,0.03,2,168,5651.43,External,2,Reconnaissance,peak,Malicious
"2026-03-28 13:48:20",187.180.129.5,10.0.1.19,32889,502,Modbus_TCP,81,0.014,1,81,5943.9,External,15,Reconnaissance,peak,Malicious
"2026-03-28 13:48:30",187.180.129.5,10.0.1.19,6366,502,Modbus_TCP,58,0.042,2,116,2758.79,External,2,Reconnaissance,peak,Malicious
"2026-03-28 13:48:40",187.180.129.5,10.0.1.14,54099,502,Modbus_TCP,56,0.046,2,112,2428.41,External,15,Reconnaissance,peak,Malicious
"2026-03-28 13:48:50",187.180.129.5,10.0.1.15,41901,502,Modbus_TCP,81,0.006,1,81,14293.06,External,2,Reconnaissance,peak,Malicious
"2026-03-28 13:49:00",187.180.129.5,10.0.1.20,48815,502,Modbus_TCP,57,0.043,2,114,2642.93,External,16,Reconnaissance,peak,Malicious
"2026-03-28 13:49:10",187.180.129.5,10.0.1.11,18256,502,Modbus_TCP,47,0.008,3,141,17722.22,External,3,Reconnaissance,cooldown,Malicious
"2026-03-28 13:49:20",187.180.129.5,10.0.1.20,23851,502,Modbus_TCP,66,0.041,2,132,3220.71,External,15,Reconnaissance,cooldown,Malicious
"2026-03-28 13:49:30",187.180.129.5,10.0.1.14,20549,502,Modbus_TCP,86,0.007,3,258,37930.45,External,1,Reconnaissance,cooldown,Malicious
"2026-03-28 13:49:40",187.180.129.5,10.0.1.10,23642,502,Modbus_TCP,65,0.042,1,65,1539.11,External,2,Reconnaissance,cooldown,Malicious
"2026-03-28 13:49:50",187.180.129.5,10.0.1.26,28567,502,Modbus_TCP,61,0.016,1,61,3794.05,External,2,Reconnaissance,cooldown,Malicious
"2026-03-28 13:50:00",10.0.1.20,10.0.1.10,39679,44818,EtherNet_IP,117,0.253,2,234,923.58,Engineering_Workstation,0,Normal,none,Normal
"2026-03-28 13:50:10",10.0.1.22,10.0.1.17,15150,20000,DNP3,174,0.093,5,870,9375.97,PLC,2,Normal,none,Normal
"2026-03-28 13:50:20",10.0.1.22,10.0.1.21,34960,20000,DNP3,198,0.062,8,1584,25525.95,PLC,1,Normal,none,Normal
"2026-03-28 13:50:30",10.0.1.22,10.0.1.27,49197,20000,DNP3,56,0.352,4,224,635.63,PLC,3,Normal,none,Normal
"2026-03-28 13:50:40",10.0.1.11,10.0.1.13,47171,20000,DNP3,117,0.314,1,117,372.62,HMI,6,Normal,none,Normal
"2026-03-28 13:50:50",146.227.230.165,10.0.1.28,24782,502,Modbus_TCP,97,0.123,2,194,1579.21,External,6,False_Data_Injection,recon,Malicious
"2026-03-28 13:51:00",146.227.230.165,10.0.1.12,7881,502,Modbus_TCP,180,0.266,5,900,3383.05,External,16,False_Data_Injection,recon,Malicious
"2026-03-28 13:51:10",146.227.230.165,10.0.1.26,43985,20000,DNP3,163,0.099,3,489,4920.71,External,16,False_Data_Injection,recon,Malicious
"2026-03-28 13:51:20",146.227.230.165,10.0.1.23,5056,502,Modbus_TCP,141,0.228,5,705,3098.39,External,6,False_Data_Injection,escalation,Malicious
"2026-03-28 13:51:30",146.227.230.165,10.0.1.18,27195,502,Modbus_TCP,200,0.236,2,400,1695.96,External,16,False_Data_Injection,escalation,Malicious
"2026-03-28 13:51:40",146.227.230.165,10.0.1.17,48459,20000,DNP3,116,0.278,2,232,833.34,External,6,False_Data_Injection,escalation,Malicious
"2026-03-28 13:51:50",146.227.230.165,10.0.1.23,19642,502,Modbus_TCP,170,0.25,5,850,3404.56,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:00",146.227.230.165,10.0.1.18,48448,502,Modbus_TCP,163,0.115,1,163,1416.66,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:10",146.227.230.165,10.0.1.12,34359,502,Modbus_TCP,124,0.063,4,496,7813.96,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:20",146.227.230.165,10.0.1.17,44158,20000,DNP3,111,0.144,2,222,1540.36,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:30",146.227.230.165,10.0.1.27,6977,20000,DNP3,105,0.07,5,525,7514.19,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:40",146.227.230.165,10.0.1.14,21445,502,Modbus_TCP,268,0.296,2,536,1812.34,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 13:52:50",146.227.230.165,10.0.1.21,45146,20000,DNP3,133,0.021,5,665,31502.89,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 13:53:00",146.227.230.165,10.0.1.17,40276,20000,DNP3,173,0.253,5,865,3421.08,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 13:53:10",146.227.230.165,10.0.1.19,60466,20000,DNP3,228,0.188,5,1140,6050.29,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 13:53:20",146.227.230.165,10.0.1.19,53084,502,Modbus_TCP,197,0.103,5,985,9592.44,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 13:53:30",146.227.230.165,10.0.1.10,17168,502,Modbus_TCP,275,0.215,1,275,1279.02,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 13:53:40",10.0.1.19,10.0.1.26,58064,502,Modbus_TCP,87,0.115,4,348,3013.35,RTU,3,Normal,none,Normal
"2026-03-28 13:53:50",10.0.1.26,10.0.1.27,16621,20000,DNP3,161,0.398,5,805,2020.57,Engineering_Workstation,15,Normal,none,Normal
"2026-03-28 13:54:00",135.68.192.217,10.0.1.21,42402,47808,BACnet,74,0.196,9,666,3401.9,External,0,Replay,recon,Malicious
"2026-03-28 13:54:10",135.68.192.217,10.0.1.20,17381,44818,EtherNet_IP,100,0.094,5,500,5339.98,External,0,Replay,recon,Malicious
"2026-03-28 13:54:20",135.68.192.217,10.0.1.25,53133,20000,DNP3,140,0.25,3,420,1680.29,External,16,Replay,recon,Malicious
"2026-03-28 13:54:30",135.68.192.217,10.0.1.22,50672,47808,BACnet,66,0.106,1,66,625.48,External,0,Replay,recon,Malicious
"2026-03-28 13:54:40",135.68.192.217,10.0.1.27,23941,20000,DNP3,119,0.177,1,119,670.7,External,5,Replay,recon,Malicious
"2026-03-28 13:54:50",135.68.192.217,10.0.1.11,32414,20000,DNP3,68,0.121,1,68,563.97,External,2,Replay,escalation,Malicious
"2026-03-28 13:55:00",135.68.192.217,10.0.1.23,15605,4840,OPC_UA,73,0.409,9,657,1605.03,External,0,Replay,escalation,Malicious
"2026-03-28 13:55:10",135.68.192.217,10.0.1.23,4059,20000,DNP3,198,0.186,10,1980,10623.46,External,5,Replay,escalation,Malicious
"2026-03-28 13:55:20",135.68.192.217,10.0.1.17,20166,20000,DNP3,105,0.287,9,945,3297.31,External,6,Replay,escalation,Malicious
"2026-03-28 13:55:30",135.68.192.217,10.0.1.25,43507,20000,DNP3,72,0.147,10,720,4901.02,External,1,Replay,escalation,Malicious
"2026-03-28 13:55:40",135.68.192.217,10.0.1.27,14791,47808,BACnet,68,0.204,1,68,333.99,External,0,Replay,escalation,Malicious
"2026-03-28 13:55:50",135.68.192.217,10.0.1.20,50747,20000,DNP3,70,0.396,4,280,707.11,External,4,Replay,peak,Malicious
"2026-03-28 13:56:00",135.68.192.217,10.0.1.16,23046,20000,DNP3,96,0.275,6,576,2090.98,External,5,Replay,peak,Malicious
"2026-03-28 13:56:10",135.68.192.217,10.0.1.18,47209,47808,BACnet,80,0.323,7,560,1735.94,External,0,Replay,peak,Malicious
"2026-03-28 13:56:20",135.68.192.217,10.0.1.23,53231,1883,MQTT,119,0.098,5,595,6074.31,External,0,Replay,peak,Malicious
"2026-03-28 13:56:30",135.68.192.217,10.0.1.27,46490,20000,DNP3,74,0.419,9,666,1590.91,External,6,Replay,peak,Malicious
"2026-03-28 13:56:40",135.68.192.217,10.0.1.21,41588,502,Modbus_TCP,195,0.116,7,1365,11772.75,External,2,Replay,peak,Malicious
"2026-03-28 13:56:50",135.68.192.217,10.0.1.20,1303,20000,DNP3,106,0.324,6,636,1962.41,External,16,Replay,peak,Malicious
"2026-03-28 13:57:00",135.68.192.217,10.0.1.15,33102,44818,EtherNet_IP,126,0.364,4,504,1383.54,External,0,Replay,peak,Malicious
"2026-03-28 13:57:10",135.68.192.217,10.0.1.11,6181,20000,DNP3,72,0.118,5,360,3046.13,External,15,Replay,peak,Malicious
"2026-03-28 13:57:20",135.68.192.217,10.0.1.15,65075,20000,DNP3,92,0.246,9,828,3367.65,External,4,Replay,peak,Malicious
"2026-03-28 13:57:30",135.68.192.217,10.0.1.23,31782,44818,EtherNet_IP,122,0.311,3,366,1177.31,External,0,Replay,peak,Malicious
"2026-03-28 13:57:40",135.68.192.217,10.0.1.26,47989,20000,DNP3,66,0.339,7,462,1364.81,External,15,Replay,peak,Malicious
"2026-03-28 13:57:50",135.68.192.217,10.0.1.22,50623,20000,DNP3,62,0.422,3,186,441.23,External,4,Replay,peak,Malicious
"2026-03-28 13:58:00",135.68.192.217,10.0.1.22,30476,20000,DNP3,142,0.413,4,568,1375.57,External,6,Replay,cooldown,Malicious
"2026-03-28 13:58:10",135.68.192.217,10.0.1.19,9898,1883,MQTT,195,0.31,6,1170,3768.64,External,0,Replay,cooldown,Malicious
"2026-03-28 13:58:20",135.68.192.217,10.0.1.18,59361,20000,DNP3,77,0.197,4,308,1561.88,External,5,Replay,cooldown,Malicious
"2026-03-28 13:58:30",135.68.192.217,10.0.1.24,51809,20000,DNP3,73,0.394,8,584,1482.65,External,4,Replay,cooldown,Malicious
"2026-03-28 13:58:40",135.68.192.217,10.0.1.23,13019,20000,DNP3,121,0.066,10,1210,18249.56,External,6,Replay,cooldown,Malicious
"2026-03-28 13:58:50",135.68.192.217,10.0.1.16,18446,1883,MQTT,176,0.165,6,1056,6386.96,External,0,Replay,cooldown,Malicious
"2026-03-28 13:59:00",10.0.1.20,10.0.1.26,42333,20000,DNP3,80,0.168,2,160,950.78,Engineering_Workstation,3,Normal,none,Normal
"2026-03-28 13:59:10",10.0.1.12,10.0.1.14,23783,20000,DNP3,124,0.406,4,496,1220.87,SCADA_Server,3,Normal,none,Normal
"2026-03-28 13:59:20",10.0.1.18,10.0.1.22,60718,502,Modbus_TCP,86,0.316,6,516,1631.42,SCADA_Server,15,Normal,none,Normal
"2026-03-28 13:59:30",10.0.1.24,10.0.1.26,31729,20000,DNP3,151,0.14,8,1208,8651.33,SCADA_Server,6,Normal,none,Normal
"2026-03-28 13:59:40",10.0.1.21,10.0.1.12,21690,502,Modbus_TCP,72,0.352,2,144,408.97,Historian,2,Normal,none,Normal
"2026-03-28 13:59:50",10.0.1.25,10.0.1.12,46473,20000,DNP3,119,0.057,1,119,2092.49,RTU,4,Normal,none,Normal
"2026-03-28 14:00:00",10.0.1.27,10.0.1.25,12461,44818,EtherNet_IP,290,0.234,2,580,2480.77,Historian,0,Normal,none,Normal
"2026-03-28 14:00:10",10.0.1.21,10.0.1.13,48103,4840,OPC_UA,223,0.336,7,1561,4652.33,Historian,0,Normal,none,Normal
"2026-03-28 14:00:20",10.0.1.12,10.0.1.22,49319,44818,EtherNet_IP,294,0.091,4,1176,12933.6,SCADA_Server,0,Normal,none,Normal
"2026-03-28 14:00:30",10.0.1.10,10.0.1.22,47498,1883,MQTT,92,0.359,5,460,1280.82,PLC,0,Normal,none,Normal
"2026-03-28 14:00:40",10.0.1.20,10.0.1.24,43644,44818,EtherNet_IP,175,0.147,8,1400,9526.2,Engineering_Workstation,0,Normal,none,Normal
"2026-03-28 14:00:50",10.0.1.18,10.0.1.27,16482,47808,BACnet,71,0.014,8,568,40087.58,SCADA_Server,0,Normal,none,Normal
"2026-03-28 14:01:00",10.0.1.21,10.0.1.13,29349,20000,DNP3,54,0.375,5,270,720.65,Historian,6,Normal,none,Normal
"2026-03-28 14:01:10",10.0.1.12,10.0.1.22,30308,44818,EtherNet_IP,82,0.362,5,410,1133.64,SCADA_Server,0,Normal,none,Normal
"2026-03-28 14:01:20",10.0.1.11,10.0.1.15,52325,20000,DNP3,194,0.08,2,388,4854.56,HMI,5,Normal,none,Normal
"2026-03-28 14:01:30",10.0.1.22,10.0.1.21,57822,502,Modbus_TCP,103,0.249,6,618,2484.19,PLC,16,Normal,none,Normal
"2026-03-28 14:01:40",10.0.1.10,10.0.1.26,50865,502,Modbus_TCP,105,0.451,4,420,932.2,PLC,15,Normal,none,Normal
"2026-03-28 14:01:50",10.0.1.20,10.0.1.19,39177,1883,MQTT,138,0.44,5,690,1568.9,Engineering_Workstation,0,Normal,none,Normal
"2026-03-28 14:02:00",10.0.1.11,10.0.1.23,17977,20000,DNP3,63,0.148,6,378,2553.95,HMI,2,Normal,none,Normal
"2026-03-28 14:02:10",54.71.134.75,10.0.1.21,46943,20000,DNP3,120,0.057,4,480,8458.9,External,16,False_Data_Injection,recon,Malicious
"2026-03-28 14:02:20",54.71.134.75,10.0.1.21,29222,20000,DNP3,140,0.235,4,560,2387.01,External,6,False_Data_Injection,recon,Malicious
"2026-03-28 14:02:30",54.71.134.75,10.0.1.23,8410,20000,DNP3,128,0.095,2,256,2708.56,External,16,False_Data_Injection,recon,Malicious
"2026-03-28 14:02:40",54.71.134.75,10.0.1.25,39761,502,Modbus_TCP,117,0.197,5,585,2964.99,External,6,False_Data_Injection,escalation,Malicious
"2026-03-28 14:02:50",54.71.134.75,10.0.1.15,1077,20000,DNP3,98,0.122,4,392,3224.68,External,6,False_Data_Injection,escalation,Malicious
"2026-03-28 14:03:00",54.71.134.75,10.0.1.23,8289,20000,DNP3,107,0.03,3,321,10792.7,External,16,False_Data_Injection,escalation,Malicious
"2026-03-28 14:03:10",54.71.134.75,10.0.1.28,29734,20000,DNP3,123,0.246,4,492,1998.3,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 14:03:20",54.71.134.75,10.0.1.13,33673,20000,DNP3,287,0.026,3,861,33349.87,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 14:03:30",54.71.134.75,10.0.1.21,60165,502,Modbus_TCP,134,0.18,5,670,3728.47,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 14:03:40",54.71.134.75,10.0.1.19,52312,502,Modbus_TCP,296,0.13,1,296,2278.12,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 14:03:50",54.71.134.75,10.0.1.23,23276,502,Modbus_TCP,247,0.292,1,247,844.7,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 14:04:00",54.71.134.75,10.0.1.13,40152,20000,DNP3,198,0.023,3,594,26363.61,External,6,False_Data_Injection,peak,Malicious
"2026-03-28 14:04:10",54.71.134.75,10.0.1.21,46947,20000,DNP3,278,0.276,5,1390,5037.67,External,16,False_Data_Injection,cooldown,Malicious
"2026-03-28 14:04:20",54.71.134.75,10.0.1.17,12469,20000,DNP3,118,0.033,4,472,14474.56,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 14:04:30",54.71.134.75,10.0.1.11,4865,20000,DNP3,86,0.244,1,86,352.49,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 14:04:40",10.0.1.12,10.0.1.20,17421,20000,DNP3,116,0.197,7,812,4127.04,SCADA_Server,3,Normal,none,Normal
"2026-03-28 14:04:50",10.0.1.25,10.0.1.11,60899,44818,EtherNet_IP,191,0.347,1,191,550.53,RTU,0,Normal,none,Normal
"2026-03-28 14:05:00",92.41.137.169,10.0.1.20,26656,502,Modbus_TCP,191,0.468,8,1528,3263.7,External,4,Replay,recon,Malicious
"2026-03-28 14:05:10",92.41.137.169,10.0.1.20,49285,1883,MQTT,131,0.071,8,1048,14738.97,External,0,Replay,recon,Malicious
"2026-03-28 14:05:20",92.41.137.169,10.0.1.21,43279,44818,EtherNet_IP,141,0.482,9,1269,2633.44,External,0,Replay,recon,Malicious
"2026-03-28 14:05:30",92.41.137.169,10.0.1.11,55121,47808,BACnet,144,0.311,2,288,925.34,External,0,Replay,recon,Malicious
"2026-03-28 14:05:40",92.41.137.169,10.0.1.18,58307,4840,OPC_UA,131,0.367,6,786,2141.66,External,0,Replay,recon,Malicious
"2026-03-28 14:05:50",92.41.137.169,10.0.1.21,50380,502,Modbus_TCP,78,0.451,1,78,173.08,External,2,Replay,escalation,Malicious
"2026-03-28 14:06:00",92.41.137.169,10.0.1.17,34208,44818,EtherNet_IP,189,0.233,8,1512,6477.45,External,0,Replay,escalation,Malicious
"2026-03-28 14:06:10",92.41.137.169,10.0.1.25,59591,502,Modbus_TCP,111,0.44,4,444,1010.2,External,1,Replay,escalation,Malicious
"2026-03-28 14:06:20",92.41.137.169,10.0.1.27,20355,4840,OPC_UA,81,0.134,7,567,4243.78,External,0,Replay,escalation,Malicious
"2026-03-28 14:06:30",92.41.137.169,10.0.1.19,53699,20000,DNP3,77,0.496,7,539,1086.61,External,1,Replay,escalation,Malicious
"2026-03-28 14:06:40",92.41.137.169,10.0.1.24,30974,20000,DNP3,156,0.284,5,780,2745.12,External,15,Replay,escalation,Malicious
"2026-03-28 14:06:50",92.41.137.169,10.0.1.11,22122,4840,OPC_UA,78,0.463,2,156,336.65,External,0,Replay,escalation,Malicious
"2026-03-28 14:07:00",92.41.137.169,10.0.1.14,60150,20000,DNP3,142,0.481,9,1278,2659.1,External,2,Replay,peak,Malicious
"2026-03-28 14:07:10",92.41.137.169,10.0.1.14,26210,44818,EtherNet_IP,115,0.288,4,460,1597.25,External,0,Replay,peak,Malicious
"2026-03-28 14:07:20",92.41.137.169,10.0.1.19,49378,44818,EtherNet_IP,109,0.073,6,654,8974.14,External,0,Replay,peak,Malicious
"2026-03-28 14:07:30",92.41.137.169,10.0.1.17,22887,4840,OPC_UA,186,0.153,9,1674,10912.94,External,0,Replay,peak,Malicious
"2026-03-28 14:07:40",92.41.137.169,10.0.1.10,46121,20000,DNP3,167,0.147,4,668,4555.38,External,2,Replay,peak,Malicious
"2026-03-28 14:07:50",92.41.137.169,10.0.1.11,58365,502,Modbus_TCP,72,0.111,1,72,646.85,External,6,Replay,peak,Malicious
"2026-03-28 14:08:00",92.41.137.169,10.0.1.10,14129,4840,OPC_UA,161,0.218,6,966,4437.38,External,0,Replay,peak,Malicious
"2026-03-28 14:08:10",92.41.137.169,10.0.1.23,21236,20000,DNP3,67,0.469,2,134,285.86,External,5,Replay,peak,Malicious
"2026-03-28 14:08:20",92.41.137.169,10.0.1.28,23190,20000,DNP3,193,0.144,3,579,4027.42,External,6,Replay,peak,Malicious
"2026-03-28 14:08:30",92.41.137.169,10.0.1.23,37347,20000,DNP3,195,0.204,4,780,3817.79,External,5,Replay,peak,Malicious
"2026-03-28 14:08:40",92.41.137.169,10.0.1.13,1921,1883,MQTT,168,0.282,8,1344,4764.64,External,0,Replay,peak,Malicious
"2026-03-28 14:08:50",92.41.137.169,10.0.1.27,43825,1883,MQTT,158,0.476,3,474,995.23,External,0,Replay,peak,Malicious
"2026-03-28 14:09:00",92.41.137.169,10.0.1.26,45790,502,Modbus_TCP,188,0.411,6,1128,2746.39,External,4,Replay,peak,Malicious
"2026-03-28 14:09:10",92.41.137.169,10.0.1.12,15263,502,Modbus_TCP,140,0.461,4,560,1214.3,External,5,Replay,peak,Malicious
"2026-03-28 14:09:20",92.41.137.169,10.0.1.21,53334,20000,DNP3,173,0.206,7,1211,5892.54,External,15,Replay,cooldown,Malicious
"2026-03-28 14:09:30",92.41.137.169,10.0.1.11,55362,20000,DNP3,134,0.211,6,804,3813.61,External,5,Replay,cooldown,Malicious
"2026-03-28 14:09:40",92.41.137.169,10.0.1.23,5257,502,Modbus_TCP,112,0.164,5,560,3407.64,External,4,Replay,cooldown,Malicious
"2026-03-28 14:09:50",92.41.137.169,10.0.1.19,39792,20000,DNP3,129,0.109,3,387,3544,External,3,Replay,cooldown,Malicious
"2026-03-28 14:10:00",92.41.137.169,10.0.1.13,10467,20000,DNP3,114,0.468,1,114,243.51,External,15,Replay,cooldown,Malicious
"2026-03-28 14:10:10",92.41.137.169,10.0.1.23,3275,20000,DNP3,199,0.066,1,199,3013.72,External,16,Replay,cooldown,Malicious
"2026-03-28 14:10:20",10.0.1.28,10.0.1.13,55838,20000,DNP3,92,0.117,6,552,4710.4,PLC,1,Normal,none,Normal
"2026-03-28 14:10:30",10.0.1.15,10.0.1.11,50554,1883,MQTT,150,0.291,8,1200,4124.74,Historian,0,Normal,none,Normal
"2026-03-28 14:10:40",10.0.1.12,10.0.1.21,36967,1883,MQTT,116,0.333,2,232,696.7,SCADA_Server,0,Normal,none,Normal
"2026-03-28 14:10:50",10.0.1.22,10.0.1.19,62319,1883,MQTT,56,0.15,4,224,1489.53,PLC,0,Normal,none,Normal
"2026-03-28 14:11:00",10.0.1.19,10.0.1.18,44577,1883,MQTT,137,0.198,8,1096,5543.22,RTU,0,Normal,none,Normal
"2026-03-28 14:11:10",10.0.1.21,10.0.1.14,61244,20000,DNP3,102,0.062,4,408,6561.4,Historian,15,Normal,none,Normal
"2026-03-28 14:11:20",10.0.1.11,10.0.1.14,9469,502,Modbus_TCP,117,0.284,3,351,1237.42,HMI,3,Normal,none,Normal
"2026-03-28 14:11:30",10.0.1.12,10.0.1.23,60181,502,Modbus_TCP,67,0.425,4,268,630.2,SCADA_Server,6,Normal,none,Normal
"2026-03-28 14:11:40",10.0.1.21,10.0.1.12,46960,502,Modbus_TCP,118,0.23,1,118,511.98,Historian,2,Normal,none,Normal
"2026-03-28 14:11:50",10.0.1.13,10.0.1.21,45263,20000,DNP3,95,0.118,4,380,3226.45,RTU,16,Normal,none,Normal
"2026-03-28 14:12:00",10.0.1.27,10.0.1.11,44667,20000,DNP3,137,0.135,5,685,5064.1,Historian,1,Normal,none,Normal
"2026-03-28 14:12:10",10.0.1.13,10.0.1.17,62677,20000,DNP3,172,0.367,1,172,468.52,RTU,6,Normal,none,Normal
"2026-03-28 14:12:20",149.25.118.104,10.0.1.27,8409,502,Modbus_TCP,53,0.023,3,159,6871.51,External,4,Reconnaissance,recon,Malicious
"2026-03-28 14:12:30",149.25.118.104,10.0.1.21,42825,502,Modbus_TCP,90,0.027,1,90,3349.42,External,15,Reconnaissance,recon,Malicious
"2026-03-28 14:12:40",149.25.118.104,10.0.1.25,32958,502,Modbus_TCP,87,0.048,1,87,1817.1,External,5,Reconnaissance,recon,Malicious
"2026-03-28 14:12:50",149.25.118.104,10.0.1.27,62859,502,Modbus_TCP,91,0.05,2,182,3644.67,External,2,Reconnaissance,recon,Malicious
"2026-03-28 14:13:00",149.25.118.104,10.0.1.10,41203,502,Modbus_TCP,92,0.036,3,276,7703.16,External,4,Reconnaissance,recon,Malicious
