Timestamp,Sensor_ID,Fog_Node_ID,Temperature,Pressure,Vibration,Is_Failure,Protocol,Connection_Duration,Flow_Rate,Bytes_Transferred,Packet_Size,Device_Role,Source_IP,Dest_IP,Label
2026-03-28 13:47:10,S13,F3,64.52952183363021,92.95186949140192,41.549935261160115,1,Modbus_TCP,0.031,3578.54,112,56,External,187.180.129.5,10.0.1.25,Malicious
2026-03-28 13:47:20,S14,F4,99.39364795849337,109.80908159104014,27.420209474572502,1,Modbus_TCP,0.036,7204.79,261,87,External,187.180.129.5,10.0.1.13,Malicious
2026-03-28 13:47:30,S15,F0,93.55592345783737,112.93117986665209,39.218455506466626,1,Modbus_TCP,0.016,4106.32,66,66,External,187.180.129.5,10.0.1.15,Malicious
2026-03-28 13:47:40,S16,F1,64.98650724813068,97.95139284975012,39.998014371398575,1,Modbus_TCP,0.012,6084.88,73,73,External,187.180.129.5,10.0.1.26,Malicious
2026-03-28 13:47:50,S17,F2,96.83367530469489,90.62834883092738,24.88099231425698,1,Modbus_TCP,0.047,1736.76,82,82,External,187.180.129.5,10.0.1.21,Malicious
2026-03-28 13:48:00,S18,F3,94.79585448248514,92.46515002429283,36.95255937358269,1,Modbus_TCP,0.048,2387.59,114,57,External,187.180.129.5,10.0.1.10,Malicious
2026-03-28 13:48:10,S19,F4,80.75352228504289,119.03580104535092,43.148807329358235,1,Modbus_TCP,0.03,5651.43,168,84,External,187.180.129.5,10.0.1.10,Malicious
2026-03-28 13:48:20,S20,F0,83.65101742979718,98.86334332432261,34.966869936078254,1,Modbus_TCP,0.014,5943.9,81,81,External,187.180.129.5,10.0.1.19,Malicious
2026-03-28 13:48:30,S21,F1,75.96010815480521,113.076694435144,20.363093503283224,1,Modbus_TCP,0.042,2758.79,116,58,External,187.180.129.5,10.0.1.19,Malicious
2026-03-28 13:48:40,S22,F2,62.19046555288125,108.73990706562792,20.271154072378764,1,Modbus_TCP,0.046,2428.41,112,56,External,187.180.129.5,10.0.1.14,Malicious
2026-03-28 13:48:50,S23,F3,73.40788966583604,101.45818918958688,30.710880319100365,1,Modbus_TCP,0.006,14293.06,81,81,External,187.180.129.5,10.0.1.15,Malicious
2026-03-28 13:49:00,S24,F4,92.11413794392045,96.17061786586666,47.78582205295346,1,Modbus_TCP,0.043,2642.93,114,57,External,187.180.129.5,10.0.1.20,Malicious
2026-03-28 13:49:10,S25,F0,60.18528092018411,93.6415925447822,26.860303388108264,1,Modbus_TCP,0.008,17722.22,141,47,External,187.180.129.5,10.0.1.11,Malicious
2026-03-28 13:49:20,S26,F1,73.33996686764577,108.450389041166,39.03091066615062,1,Modbus_TCP,0.041,3220.71,132,66,External,187.180.129.5,10.0.1.20,Malicious
2026-03-28 13:49:30,S27,F2,75.92674774363773,113.23901341913364,26.662276120799618,1,Modbus_TCP,0.007,37930.45,258,86,External,187.180.129.5,10.0.1.14,Malicious
2026-03-28 13:49:40,S28,F3,81.49582411751692,109.31712760623392,29.650099689786458,1,Modbus_TCP,0.042,1539.11,65,65,External,187.180.129.5,10.0.1.10,Malicious
2026-03-28 13:49:50,S29,F4,96.79422465651042,105.90906399747475,45.44126268804452,1,Modbus_TCP,0.016,3794.05,61,61,External,187.180.129.5,10.0.1.26,Malicious
2026-03-28 13:50:00,S30,F0,73.85383977463844,91.25853670294909,41.8658432680984,0,EtherNet_IP,0.253,923.58,234,117,Engineering_Workstation,10.0.1.20,10.0.1.10,Normal
2026-03-28 13:50:10,S31,F1,73.8781280758491,119.05466332783152,22.861978319396318,0,DNP3,0.093,9375.97,870,174,PLC,10.0.1.22,10.0.1.17,Normal
2026-03-28 13:50:20,S32,F2,89.50004992438994,113.96142574963724,32.86106062959301,0,DNP3,0.062,25525.95,1584,198,PLC,10.0.1.22,10.0.1.21,Normal
2026-03-28 13:50:30,S33,F3,78.08871763559229,98.78466110102895,20.875092909357935,0,DNP3,0.352,635.63,224,56,PLC,10.0.1.22,10.0.1.27,Normal
2026-03-28 13:50:40,S34,F4,68.98419291759927,119.39910988076552,34.426704398090266,0,DNP3,0.314,372.62,117,117,HMI,10.0.1.11,10.0.1.13,Normal
2026-03-28 13:50:50,S35,F0,78.09758064530774,108.05644768908967,39.87302035103204,1,Modbus_TCP,0.123,1579.21,194,97,External,146.227.230.165,10.0.1.28,Malicious
2026-03-28 13:51:00,S36,F1,65.634280815192,107.4726797462174,23.555078707944546,1,Modbus_TCP,0.266,3383.05,900,180,External,146.227.230.165,10.0.1.12,Malicious
2026-03-28 13:51:10,S37,F2,67.05547946024893,112.44219538288596,28.666548167274968,1,DNP3,0.099,4920.71,489,163,External,146.227.230.165,10.0.1.26,Malicious
2026-03-28 13:51:20,S38,F3,79.9347109095792,114.35309364270412,31.93509876506471,1,Modbus_TCP,0.228,3098.39,705,141,External,146.227.230.165,10.0.1.23,Malicious
2026-03-28 13:51:30,S39,F4,76.75701798018191,109.69435821994509,47.585930739681494,1,Modbus_TCP,0.236,1695.96,400,200,External,146.227.230.165,10.0.1.18,Malicious
2026-03-28 13:51:40,S40,F0,96.593836042724,93.842872390986,49.79765046268892,1,DNP3,0.278,833.34,232,116,External,146.227.230.165,10.0.1.17,Malicious
2026-03-28 13:51:50,S41,F1,74.49575596466532,100.14802517983495,21.347338969868474,1,Modbus_TCP,0.25,3404.56,850,170,External,146.227.230.165,10.0.1.23,Malicious
2026-03-28 13:52:00,S42,F2,83.22353401112174,117.8425092097815,42.83023770486176,1,Modbus_TCP,0.115,1416.66,163,163,External,146.227.230.165,10.0.1.18,Malicious
2026-03-28 13:52:10,S43,F3,85.29057151678121,96.73846835531556,31.151721992070296,1,Modbus_TCP,0.063,7813.96,496,124,External,146.227.230.165,10.0.1.12,Malicious
2026-03-28 13:52:20,S44,F4,60.523778263533345,101.1650107151254,31.773745586884402,1,DNP3,0.144,1540.36,222,111,External,146.227.230.165,10.0.1.17,Malicious
2026-03-28 13:52:30,S45,F0,86.54149488066842,102.96230648832588,42.62794920041068,1,DNP3,0.07,7514.19,525,105,External,146.227.230.165,10.0.1.27,Malicious
2026-03-28 13:52:40,S46,F1,67.12143867479006,103.18214969083357,47.552792964362254,1,Modbus_TCP,0.296,1812.34,536,268,External,146.227.230.165,10.0.1.14,Malicious
2026-03-28 13:52:50,S47,F2,98.4428126987782,108.38818747483576,48.52785783507645,1,DNP3,0.021,31502.89,665,133,External,146.227.230.165,10.0.1.21,Malicious
2026-03-28 13:53:00,S48,F3,65.94650911012452,118.29227513234123,37.31367758114962,1,DNP3,0.253,3421.08,865,173,External,146.227.230.165,10.0.1.17,Malicious
2026-03-28 13:53:10,S49,F4,76.58496494908096,97.22078135497514,30.713634779015084,1,DNP3,0.188,6050.29,1140,228,External,146.227.230.165,10.0.1.19,Malicious
2026-03-28 13:53:20,S50,F0,63.413986723145754,93.64504128902755,43.62647257576337,1,Modbus_TCP,0.103,9592.44,985,197,External,146.227.230.165,10.0.1.19,Malicious
2026-03-28 13:53:30,S51,F1,99.87497007383789,95.92411469579812,27.530041497869007,1,Modbus_TCP,0.215,1279.02,275,275,External,146.227.230.165,10.0.1.10,Malicious
2026-03-28 13:53:40,S52,F2,80.08780041324971,116.60774700627809,36.92222086500553,0,Modbus_TCP,0.115,3013.35,348,87,RTU,10.0.1.19,10.0.1.26,Normal
2026-03-28 13:53:50,S53,F3,83.81540069280175,109.37432437965617,30.757353845746195,0,DNP3,0.398,2020.57,805,161,Engineering_Workstation,10.0.1.26,10.0.1.27,Normal
2026-03-28 13:54:00,S54,F4,62.6830590955371,98.57720367717481,39.69893221123628,1,BACnet,0.196,3401.9,666,74,External,135.68.192.217,10.0.1.21,Malicious
2026-03-28 13:54:10,S55,F0,89.99841881596711,114.47840816905853,27.211967386805206,1,EtherNet_IP,0.094,5339.98,500,100,External,135.68.192.217,10.0.1.20,Malicious
2026-03-28 13:54:20,S56,F1,68.39622372382343,115.84109989090308,25.747788372044774,1,DNP3,0.25,1680.29,420,140,External,135.68.192.217,10.0.1.25,Malicious
2026-03-28 13:54:30,S57,F2,95.92217157762855,115.39543016070834,47.54717260026311,1,BACnet,0.106,625.48,66,66,External,135.68.192.217,10.0.1.22,Malicious
2026-03-28 13:54:40,S58,F3,68.20558561928028,117.56779600918664,23.054110488486106,1,DNP3,0.177,670.7,119,119,External,135.68.192.217,10.0.1.27,Malicious
2026-03-28 13:54:50,S59,F4,67.62750882654666,97.56723060520085,35.17873723204795,1,DNP3,0.121,563.97,68,68,External,135.68.192.217,10.0.1.11,Malicious
2026-03-28 13:55:00,S60,F0,61.46198671392379,112.65125786238835,26.625583488890268,1,OPC_UA,0.409,1605.03,657,73,External,135.68.192.217,10.0.1.23,Malicious
2026-03-28 13:55:10,S61,F1,78.88267780439998,103.8161849182242,21.167898899770023,1,DNP3,0.186,10623.46,1980,198,External,135.68.192.217,10.0.1.23,Malicious
2026-03-28 13:55:20,S62,F2,82.59364533050466,115.25995658670185,21.080564548742792,1,DNP3,0.287,3297.31,945,105,External,135.68.192.217,10.0.1.17,Malicious
2026-03-28 13:55:30,S63,F3,62.6283455771341,111.8547203148484,25.25665316317482,1,DNP3,0.147,4901.02,720,72,External,135.68.192.217,10.0.1.25,Malicious
2026-03-28 13:55:40,S64,F4,91.02110466780042,113.29342339499173,46.00311063518001,1,BACnet,0.204,333.99,68,68,External,135.68.192.217,10.0.1.27,Malicious
2026-03-28 13:55:50,S65,F0,78.13155338992111,109.68485513043214,28.4743623193108,1,DNP3,0.396,707.11,280,70,External,135.68.192.217,10.0.1.20,Malicious
2026-03-28 13:56:00,S66,F1,80.9756107731032,95.32286308409121,48.513775117258874,1,DNP3,0.275,2090.98,576,96,External,135.68.192.217,10.0.1.16,Malicious
2026-03-28 13:56:10,S67,F2,77.63050987752912,106.35080756690814,37.44866878967581,1,BACnet,0.323,1735.94,560,80,External,135.68.192.217,10.0.1.18,Malicious
2026-03-28 13:56:20,S68,F3,76.03052243501304,119.54009218573525,33.09842569306298,1,MQTT,0.098,6074.31,595,119,External,135.68.192.217,10.0.1.23,Malicious
2026-03-28 13:56:30,S69,F4,82.38561325232871,118.12164199491357,37.40266504008363,1,DNP3,0.419,1590.91,666,74,External,135.68.192.217,10.0.1.27,Malicious
2026-03-28 13:56:40,S70,F0,66.2096098372285,91.29521207391035,35.50095155678803,1,Modbus_TCP,0.116,11772.75,1365,195,External,135.68.192.217,10.0.1.21,Malicious
2026-03-28 13:56:50,S71,F1,67.27712521981084,94.94444447188312,42.76328761271975,1,DNP3,0.324,1962.41,636,106,External,135.68.192.217,10.0.1.20,Malicious
2026-03-28 13:57:00,S72,F2,94.47142484054069,93.95186320363686,28.474881979185568,1,EtherNet_IP,0.364,1383.54,504,126,External,135.68.192.217,10.0.1.15,Malicious
2026-03-28 13:57:10,S73,F3,97.84461848534531,111.77939729955887,30.591511748009072,1,DNP3,0.118,3046.13,360,72,External,135.68.192.217,10.0.1.11,Malicious
2026-03-28 13:57:20,S74,F4,74.93237265119012,114.53355989570835,46.82282907599752,1,DNP3,0.246,3367.65,828,92,External,135.68.192.217,10.0.1.15,Malicious
2026-03-28 13:57:30,S75,F0,70.82978692574216,96.40534098932015,48.393695394512164,1,EtherNet_IP,0.311,1177.31,366,122,External,135.68.192.217,10.0.1.23,Malicious
2026-03-28 13:57:40,S76,F1,85.75998172956062,105.17558078855487,46.776746824594234,1,DNP3,0.339,1364.81,462,66,External,135.68.192.217,10.0.1.26,Malicious
2026-03-28 13:57:50,S77,F2,76.34936684392386,115.221090840336,32.583439818719405,1,DNP3,0.422,441.23,186,62,External,135.68.192.217,10.0.1.22,Malicious
2026-03-28 13:58:00,S78,F3,61.015454226413794,111.98404634298751,43.410965090206446,1,DNP3,0.413,1375.57,568,142,External,135.68.192.217,10.0.1.22,Malicious
2026-03-28 13:58:10,S79,F4,66.24610389464762,106.26711616475545,34.29007199903296,1,MQTT,0.31,3768.64,1170,195,External,135.68.192.217,10.0.1.19,Malicious
2026-03-28 13:58:20,S80,F0,88.6388891538959,107.71043071376319,34.926195564383065,1,DNP3,0.197,1561.88,308,77,External,135.68.192.217,10.0.1.18,Malicious
2026-03-28 13:58:30,S81,F1,86.35695767640605,105.2508164074884,26.14040327171852,1,DNP3,0.394,1482.65,584,73,External,135.68.192.217,10.0.1.24,Malicious
2026-03-28 13:58:40,S82,F2,61.083839700139336,98.92645353956462,37.73390909775549,1,DNP3,0.066,18249.56,1210,121,External,135.68.192.217,10.0.1.23,Malicious
2026-03-28 13:58:50,S83,F3,68.87888647731798,106.95065978577048,25.58407693260044,1,MQTT,0.165,6386.96,1056,176,External,135.68.192.217,10.0.1.16,Malicious
2026-03-28 13:59:00,S84,F4,69.24299186352286,110.66655906150272,29.946940972015813,0,DNP3,0.168,950.78,160,80,Engineering_Workstation,10.0.1.20,10.0.1.26,Normal
2026-03-28 13:59:10,S85,F0,86.87570974394913,116.19968747582423,45.65090604859805,0,DNP3,0.406,1220.87,496,124,SCADA_Server,10.0.1.12,10.0.1.14,Normal
2026-03-28 13:59:20,S86,F1,60.788421510174565,109.08874061937745,26.212274276325658,0,Modbus_TCP,0.316,1631.42,516,86,SCADA_Server,10.0.1.18,10.0.1.22,Normal
2026-03-28 13:59:30,S87,F2,64.16434327938295,112.83364611129474,22.134748555202982,0,DNP3,0.14,8651.33,1208,151,SCADA_Server,10.0.1.24,10.0.1.26,Normal
2026-03-28 13:59:40,S88,F3,91.99664341492758,94.80214904863719,22.07022777838449,0,Modbus_TCP,0.352,408.97,144,72,Historian,10.0.1.21,10.0.1.12,Normal
2026-03-28 13:59:50,S89,F4,67.14178648217334,103.8467242325937,48.22353561509324,0,DNP3,0.057,2092.49,119,119,RTU,10.0.1.25,10.0.1.12,Normal
2026-03-28 14:00:00,S90,F0,86.10984431407499,90.2799485948128,35.20761313885504,0,EtherNet_IP,0.234,2480.77,580,290,Historian,10.0.1.27,10.0.1.25,Normal
2026-03-28 14:00:10,S91,F1,69.52731124186906,97.4003659356487,32.28236215451055,0,OPC_UA,0.336,4652.33,1561,223,Historian,10.0.1.21,10.0.1.13,Normal
2026-03-28 14:00:20,S92,F2,63.97765571037381,111.79385145339015,44.32635743023755,0,EtherNet_IP,0.091,12933.6,1176,294,SCADA_Server,10.0.1.12,10.0.1.22,Normal
2026-03-28 14:00:30,S93,F3,69.72688763997816,119.7542985404809,45.07477783731548,0,MQTT,0.359,1280.82,460,92,PLC,10.0.1.10,10.0.1.22,Normal
2026-03-28 14:00:40,S94,F4,88.89067727422636,92.97534298761647,29.96573099346814,0,EtherNet_IP,0.147,9526.2,1400,175,Engineering_Workstation,10.0.1.20,10.0.1.24,Normal
2026-03-28 14:00:50,S95,F0,94.22785872425143,102.04482947583864,40.80854172421385,0,BACnet,0.014,40087.58,568,71,SCADA_Server,10.0.1.18,10.0.1.27,Normal
2026-03-28 14:01:00,S96,F1,93.20879458267967,114.00212906097478,43.1336844755566,0,DNP3,0.375,720.65,270,54,Historian,10.0.1.21,10.0.1.13,Normal
2026-03-28 14:01:10,S97,F2,75.88734118473819,96.12106903886696,39.63952060597863,0,EtherNet_IP,0.362,1133.64,410,82,SCADA_Server,10.0.1.12,10.0.1.22,Normal
2026-03-28 14:01:20,S98,F3,86.72340546282584,106.65254847906859,24.547852244002982,0,DNP3,0.08,4854.56,388,194,HMI,10.0.1.11,10.0.1.15,Normal
2026-03-28 14:01:30,S99,F4,68.19937181663283,111.99213888089025,46.27649250551171,0,Modbus_TCP,0.249,2484.19,618,103,PLC,10.0.1.22,10.0.1.21,Normal
2026-03-28 14:01:40,S0,F0,71.72590921044053,108.47956350780537,36.172836582080265,0,Modbus_TCP,0.451,932.2,420,105,PLC,10.0.1.10,10.0.1.26,Normal
2026-03-28 14:01:50,S1,F1,95.8534327408448,95.64074203846249,28.47417279110011,0,MQTT,0.44,1568.9,690,138,Engineering_Workstation,10.0.1.20,10.0.1.19,Normal
2026-03-28 14:02:00,S2,F2,60.52007694042944,100.66153706057219,32.75684556313082,0,DNP3,0.148,2553.95,378,63,HMI,10.0.1.11,10.0.1.23,Normal
2026-03-28 14:02:10,S3,F3,63.42034123417872,113.51375353456191,21.12713271196722,1,DNP3,0.057,8458.9,480,120,External,54.71.134.75,10.0.1.21,Malicious
2026-03-28 14:02:20,S4,F4,68.31545020584109,106.6267954239605,23.836004036672527,1,DNP3,0.235,2387.01,560,140,External,54.71.134.75,10.0.1.21,Malicious
2026-03-28 14:02:30,S5,F0,61.06128815495279,90.15688840628738,42.96640251547582,1,DNP3,0.095,2708.56,256,128,External,54.71.134.75,10.0.1.23,Malicious
2026-03-28 14:02:40,S6,F1,67.25741740359189,112.82972280084282,20.000349042660986,1,Modbus_TCP,0.197,2964.99,585,117,External,54.71.134.75,10.0.1.25,Malicious
2026-03-28 14:02:50,S7,F2,83.32166243878768,91.05934064820717,32.49697485446877,1,DNP3,0.122,3224.68,392,98,External,54.71.134.75,10.0.1.15,Malicious
2026-03-28 14:03:00,S8,F3,76.85698202369991,112.37201348193696,35.675305432567654,1,DNP3,0.03,10792.7,321,107,External,54.71.134.75,10.0.1.23,Malicious
2026-03-28 14:03:10,S9,F4,95.706868443079,96.07441680495712,21.639032600029168,1,DNP3,0.246,1998.3,492,123,External,54.71.134.75,10.0.1.28,Malicious
2026-03-28 14:03:20,S10,F0,92.69774246953764,118.74220440358141,49.19234488916999,1,DNP3,0.026,33349.87,861,287,External,54.71.134.75,10.0.1.13,Malicious
2026-03-28 14:03:30,S11,F1,73.67269406791505,101.03822253906253,26.78375993749016,1,Modbus_TCP,0.18,3728.47,670,134,External,54.71.134.75,10.0.1.21,Malicious
2026-03-28 14:03:40,S12,F2,70.3769373372517,99.80794849014237,29.125961589088426,1,Modbus_TCP,0.13,2278.12,296,296,External,54.71.134.75,10.0.1.19,Malicious
2026-03-28 14:03:50,S13,F3,75.18769632669068,94.46664150997334,29.11827536765082,1,Modbus_TCP,0.292,844.7,247,247,External,54.71.134.75,10.0.1.23,Malicious
2026-03-28 14:04:00,S14,F4,83.6117977005923,99.16812646470645,26.912499863520498,1,DNP3,0.023,26363.61,594,198,External,54.71.134.75,10.0.1.13,Malicious
2026-03-28 14:04:10,S15,F0,70.72254563291506,116.29952285484602,20.044214662589344,1,DNP3,0.276,5037.67,1390,278,External,54.71.134.75,10.0.1.21,Malicious
2026-03-28 14:04:20,S16,F1,84.96595631396536,119.89003012881741,41.88034382263989,1,DNP3,0.033,14474.56,472,118,External,54.71.134.75,10.0.1.17,Malicious
2026-03-28 14:04:30,S17,F2,76.37646608764962,101.04928591520545,49.00536499397856,1,DNP3,0.244,352.49,86,86,External,54.71.134.75,10.0.1.11,Malicious
2026-03-28 14:04:40,S18,F3,82.0818872340792,103.45831892863627,26.72880449855135,0,DNP3,0.197,4127.04,812,116,SCADA_Server,10.0.1.12,10.0.1.20,Normal
2026-03-28 14:04:50,S19,F4,77.44506116541267,111.66212814608211,39.891415754102674,0,EtherNet_IP,0.347,550.53,191,191,RTU,10.0.1.25,10.0.1.11,Normal
2026-03-28 14:05:00,S20,F0,71.7786303816767,116.58587341395224,42.25688980876146,1,Modbus_TCP,0.468,3263.7,1528,191,External,92.41.137.169,10.0.1.20,Malicious
2026-03-28 14:05:10,S21,F1,97.93813227848626,107.79133002560353,45.45276137271574,1,MQTT,0.071,14738.97,1048,131,External,92.41.137.169,10.0.1.20,Malicious
2026-03-28 14:05:20,S22,F2,90.54423176639042,101.74577094533488,32.67887591040827,1,EtherNet_IP,0.482,2633.44,1269,141,External,92.41.137.169,10.0.1.21,Malicious
2026-03-28 14:05:30,S23,F3,65.6045270306581,102.37865522545871,29.087927169212875,1,BACnet,0.311,925.34,288,144,External,92.41.137.169,10.0.1.11,Malicious
2026-03-28 14:05:40,S24,F4,94.73871903591652,110.8685443949042,29.758854020690933,1,OPC_UA,0.367,2141.66,786,131,External,92.41.137.169,10.0.1.18,Malicious
2026-03-28 14:05:50,S25,F0,79.49724792998055,90.09654790812836,41.378639992955385,1,Modbus_TCP,0.451,173.08,78,78,External,92.41.137.169,10.0.1.21,Malicious
2026-03-28 14:06:00,S26,F1,95.78208907576365,108.58768012379522,44.50338399516908,1,EtherNet_IP,0.233,6477.45,1512,189,External,92.41.137.169,10.0.1.17,Malicious
2026-03-28 14:06:10,S27,F2,91.99421023789262,100.66479031324073,25.44841903269808,1,Modbus_TCP,0.44,1010.2,444,111,External,92.41.137.169,10.0.1.25,Malicious
2026-03-28 14:06:20,S28,F3,77.00854017876934,113.82591993831252,31.128230244732954,1,OPC_UA,0.134,4243.78,567,81,External,92.41.137.169,10.0.1.27,Malicious
2026-03-28 14:06:30,S29,F4,60.8987723328047,92.78971919469396,47.0582059024745,1,DNP3,0.496,1086.61,539,77,External,92.41.137.169,10.0.1.19,Malicious
2026-03-28 14:06:40,S30,F0,70.74709437539784,107.64606800845172,44.20080559084218,1,DNP3,0.284,2745.12,780,156,External,92.41.137.169,10.0.1.24,Malicious
2026-03-28 14:06:50,S31,F1,81.66536858643468,104.42918669658371,49.54575208287427,1,OPC_UA,0.463,336.65,156,78,External,92.41.137.169,10.0.1.11,Malicious
2026-03-28 14:07:00,S32,F2,85.33912879304589,109.26976577715682,42.627447790462426,1,DNP3,0.481,2659.1,1278,142,External,92.41.137.169,10.0.1.14,Malicious
2026-03-28 14:07:10,S33,F3,70.31550741732809,91.94560783448905,31.79585603083767,1,EtherNet_IP,0.288,1597.25,460,115,External,92.41.137.169,10.0.1.14,Malicious
2026-03-28 14:07:20,S34,F4,65.57424296291296,107.39951362284394,37.71913501983913,1,EtherNet_IP,0.073,8974.14,654,109,External,92.41.137.169,10.0.1.19,Malicious
2026-03-28 14:07:30,S35,F0,93.39720947197196,106.84453763878571,39.83042762741961,1,OPC_UA,0.153,10912.94,1674,186,External,92.41.137.169,10.0.1.17,Malicious
2026-03-28 14:07:40,S36,F1,99.37608722814208,106.81980283248512,22.35367448951372,1,DNP3,0.147,4555.38,668,167,External,92.41.137.169,10.0.1.10,Malicious
2026-03-28 14:07:50,S37,F2,81.02760729210743,108.10462999789365,36.334908773115956,1,Modbus_TCP,0.111,646.85,72,72,External,92.41.137.169,10.0.1.11,Malicious
2026-03-28 14:08:00,S38,F3,66.86717143393214,110.29403811679086,41.27962485417829,1,OPC_UA,0.218,4437.38,966,161,External,92.41.137.169,10.0.1.10,Malicious
2026-03-28 14:08:10,S39,F4,70.89229306077476,114.14966999042309,25.019639120031812,1,DNP3,0.469,285.86,134,67,External,92.41.137.169,10.0.1.23,Malicious
2026-03-28 14:08:20,S40,F0,60.73562706189867,98.09462160384643,43.41895152276672,1,DNP3,0.144,4027.42,579,193,External,92.41.137.169,10.0.1.28,Malicious
2026-03-28 14:08:30,S41,F1,96.57195226241996,114.75148230540186,37.51318341542335,1,DNP3,0.204,3817.79,780,195,External,92.41.137.169,10.0.1.23,Malicious
2026-03-28 14:08:40,S42,F2,64.71004331560565,104.9476704679036,48.56665357092784,1,MQTT,0.282,4764.64,1344,168,External,92.41.137.169,10.0.1.13,Malicious
2026-03-28 14:08:50,S43,F3,83.06065902057014,92.31174837402993,21.27266894620675,1,MQTT,0.476,995.23,474,158,External,92.41.137.169,10.0.1.27,Malicious
2026-03-28 14:09:00,S44,F4,70.96220882748824,91.75652787731937,27.959784126664008,1,Modbus_TCP,0.411,2746.39,1128,188,External,92.41.137.169,10.0.1.26,Malicious
2026-03-28 14:09:10,S45,F0,82.16712010063173,100.02714956088182,38.04661637899472,1,Modbus_TCP,0.461,1214.3,560,140,External,92.41.137.169,10.0.1.12,Malicious
2026-03-28 14:09:20,S46,F1,86.05681553407457,113.54690931334403,28.89679736617792,1,DNP3,0.206,5892.54,1211,173,External,92.41.137.169,10.0.1.21,Malicious
2026-03-28 14:09:30,S47,F2,93.18967214828807,111.23042804222747,41.43272492213727,1,DNP3,0.211,3813.61,804,134,External,92.41.137.169,10.0.1.11,Malicious
2026-03-28 14:09:40,S48,F3,68.25685087042413,113.65844894017219,42.77015847565793,1,Modbus_TCP,0.164,3407.64,560,112,External,92.41.137.169,10.0.1.23,Malicious
2026-03-28 14:09:50,S49,F4,60.43983314633922,105.51807169324829,23.075478921994232,1,DNP3,0.109,3544,387,129,External,92.41.137.169,10.0.1.19,Malicious
2026-03-28 14:10:00,S50,F0,65.47542520275229,103.20596993866472,35.41563392620303,1,DNP3,0.468,243.51,114,114,External,92.41.137.169,10.0.1.13,Malicious
2026-03-28 14:10:10,S51,F1,96.0007456739242,94.42357580118852,35.26671666773168,1,DNP3,0.066,3013.72,199,199,External,92.41.137.169,10.0.1.23,Malicious
2026-03-28 14:10:20,S52,F2,94.95560310250062,99.84578260827935,31.078423106466232,0,DNP3,0.117,4710.4,552,92,PLC,10.0.1.28,10.0.1.13,Normal
2026-03-28 14:10:30,S53,F3,83.89652408681233,103.02058098521626,47.98774587709016,0,MQTT,0.291,4124.74,1200,150,Historian,10.0.1.15,10.0.1.11,Normal
2026-03-28 14:10:40,S54,F4,84.02067441734613,92.65801289038852,44.82518959619664,0,MQTT,0.333,696.7,232,116,SCADA_Server,10.0.1.12,10.0.1.21,Normal
2026-03-28 14:10:50,S55,F0,86.60146698185022,96.61835858133634,40.9162814572891,0,MQTT,0.15,1489.53,224,56,PLC,10.0.1.22,10.0.1.19,Normal
